~id,~label,name:String
141,condition,sciatica
142,condition,personality disorders
143,condition,chiari maformation
144,condition,occipital neuralgia
145,condition,caebv
146,condition,allodynia
147,condition,teeth pain
148,condition,chronic pain syndrome
149,condition,irradiation 
150,condition,ms
151,condition,numbness
152,condition,low back pain
153,condition,knee pain
154,condition,pans
155,condition,maladaptive daydreaming
156,condition,degenerative disc disease
157,condition,epilepsy
158,condition,spinal stenosis
159,condition,craniocervical instability
160,condition,hip dysplasia
161,condition,dermatographia
162,condition,jaw pain
163,condition,common cold
164,condition,cervical stenosis
165,condition,ocular migraine
166,condition,behcet's disease
167,condition,restless sleep
168,condition,migraine with aura
169,condition,fibromylgia
170,condition,ankle pain
171,condition,muscle fatigue
172,condition,chronic illness
173,condition,rhumatoid arthritis
174,condition,tachycardia
175,condition,c-ptsd
176,condition,neck and shoulder pain
177,condition,parkinsonism
178,condition,athletes foot
179,condition,eds
180,condition,postural orthostatic tachycardia syndrome (pots)
181,condition,candida overgrowth
182,condition,small fiber neuropathy
183,condition,raynaud's disease
184,condition,mixed connective tissue disease
185,condition,patella alta
186,condition,adrenal insufficiency
187,condition,ibs-c
188,condition,chronic pancreatitis
189,condition,depression/anxiety
190,condition,me/cfs
191,condition,meniere's disease
192,condition,tingling
193,condition,complex regional pain syndrome
194,condition,body aches
195,condition,"sleep apnea,
  obstructive"
196,condition,neck out
197,condition,earache
198,condition,osteoarthritis
199,condition,kidney pain
200,condition,swollen lymph nodes
201,condition,crohns
202,condition,psoriasis
203,condition,cystic fibrosis
204,condition,kidney stones
205,condition,gastritis
206,condition,sibo
207,condition,muscle cramps
208,condition,diarrhea
209,condition,cold
210,condition,bile reflux
211,condition,crohns disease
212,condition,mcardles disease
213,condition,acoustic neuroma
214,condition,anger
215,condition,chronic neck pain
216,condition,allergies
217,condition,celiac disease
218,condition,pain in face and jaw
219,condition,cptsd
220,condition,antiphospholipid syndrome
221,condition,dry mouth
222,condition,exhaustion
223,condition,barrett's esophagus
224,condition,autoimmune flare
225,condition,tinitus
226,condition,pandas
227,condition,lack of energy
228,condition,inflammation
229,condition,chronic
230,condition,influenza (flu)
231,condition,fever
232,condition,major depressive disorder
233,condition,blood pressure
234,condition,sleep disorders
235,condition,aspergers
236,condition,heart palpitations
237,condition,pain level
238,condition,menstrual cramps
239,condition,indigestion
240,condition,vertigo
241,condition,juvenile rheumatoid arthritis
242,condition,upper back pain
243,condition,dehydration
244,condition,overheated
245,condition,chronic back pain
246,condition,leg numbness
247,condition,amn
248,condition,post exertion malaise 
249,condition,enlarged prostate
250,condition,frozen shoulder
251,condition,potassium deficiency
252,condition,vitamin d deficiency
253,condition,left shoulder
254,condition,light sensitivity
255,condition,right knee pain
256,condition,achalasia
257,condition,piriformis syndrome
258,condition,binge restrict ed
259,condition,fibromalgia
260,condition,feeling like i have to urinate
261,condition,bipolar disorder
262,condition,muscle tightness
263,condition,ureteral obstruction
264,condition,bladder infection
265,condition,microscopic colitis
266,condition,copper toxicity 
267,condition,acne
268,condition,gastrointestinal pain
269,condition,colitis ?
270,condition,trigeminal neuralgia
271,condition,spina bifida
272,condition,gastrointestinal symptoms
273,condition,social anxiety disorder
274,condition,anorexia b/p subtype
275,condition,sore glands
276,condition,pfapa
277,condition,short term memory loss
278,condition,hives
279,condition,shoulder pain
280,condition,scoliosis
281,condition,anaphylaxis
282,condition,hypermobility spectrum disorder
283,condition,joint hypermobility syndrome
284,condition,restless leg syndrome
285,condition,dysmenorrhea
286,condition,tingling hands
287,condition,diverticulitis
288,condition,idiopathic angiodema
289,condition,mental illness
290,condition,chest pain
291,condition,knees
292,condition,seasonal allergies
293,condition,plantar fasciitis
294,condition,h. pylori infection
295,condition,amplified musculoskeletal pain syndrome
296,condition,headaches
297,condition,bpd
298,condition,energy
299,condition,scleroderma
300,condition,sleep problems
301,condition,spondylitis
302,condition,head ache
303,condition,brain tumor
304,condition,crying
305,condition,poor circulation
306,condition,sinus drainage
307,condition,chronic headache
308,condition,loss of appetite
309,condition,neuro sarcoidosis
310,condition,urinary incontinence
311,condition,phobias
312,condition,lactose intolerance
313,condition,adrenal fatigue
314,condition,vulvodynia
315,condition,bowels
316,condition,schizophrenia
317,condition,problems sleeping
318,condition,rapid heart rate
319,condition,pain
320,condition,autoimmun diseases
321,condition,sjogrens
322,condition,autism
323,condition,angioedema
324,condition,butterfly rash
325,condition,chronic joint pain
326,condition,migraine headache
327,condition,orthostatic hypertension
328,condition,raynauds phenomenon
329,condition,irregular menstruation
330,condition,wrist pain
331,condition,fructose malabsorption
332,condition,uctd
333,condition,sickle cell anemia
334,condition,abdominal migraines
335,condition,restless legs
336,condition,dizziness
337,condition,autoimmune
338,condition,pem
339,condition,sad
340,condition,sob
341,condition,inattention
342,condition,arthritis
343,condition,herniated disk
344,condition,dislocating hips
345,condition,low energy
346,condition,joint hypermobility
347,condition,dyslexia
348,condition,tired
349,condition,fibro fog
350,condition,inflamation
351,condition,labral tear - left hip
352,condition,restless legs syndrome
353,condition,vestibular dysfunction
354,condition,chronic fatigue
355,condition,arm pain
356,condition,throat tightning
357,condition,hydradentitis
358,condition,proctitis
359,condition,pmdd
360,condition,cfs
361,condition,gi issues
362,condition,eczema
363,condition,body pain
364,condition,dequervains tendonitis 
365,condition,broken bone in right foot
366,condition,polycystic ovary syndrome (pcos)
367,condition,major depression
368,condition,neurological symptoms
369,condition,severe migraines
370,condition,gastro
371,condition,delayed sleep phase
372,condition,eosinophillic esophagitis
373,condition,gut pain
374,condition,chronic knee pain
375,condition,generalized pain
376,condition,pectus excavatum
377,condition,paresthesia
378,condition,detatched
379,condition,sweating
380,condition,ear ache
381,condition,copd
382,condition,osteoporosis
383,condition,seizure
384,condition,energy level
385,condition,cluster headache
386,condition,foot pain
387,condition,happiness
388,condition,snoring
389,condition,systemic mastocytosis
390,condition,skin sensitivity
391,condition,heartburn
392,condition,viral hemorrhagic fevers
393,condition,tmj
394,condition,left wrist pain
395,condition,elhers danlos syndrome
396,condition,left arm pain
397,condition,chronic urticaria
398,condition,uticaria
399,condition,hyperthyroidism
400,condition,depressed
401,condition,pains
402,condition,partial seizures
403,condition,low blood pressure (hypotension)
404,condition,sound sensitivity
405,condition,selective polysaccharide antibody deficiency
406,condition,shooting pain
407,condition,cervical stenosis 
408,condition,sle lupus
409,condition,angry
410,condition,motion sickness
411,condition,allergic rhinitis
412,condition,lumbar pain
413,condition,hashimotos thyroiditis
414,condition,mood swings
415,condition,swollen joints
416,condition,obesity
417,condition,eyestrain
418,condition,babesia
419,condition,menopause
420,condition,orthostatic hypotension (postural hypotension)
421,condition,suicide and suicidal thoughts
422,condition,weakness
423,condition,amber urine
424,condition,gad
425,condition,autism spectrum disorder
426,condition,oral allergy syndrome
427,condition,emotional
428,condition,brainfog
429,condition,belching
430,condition,chronic hives (urticaria)
431,condition,left knee pain
432,condition,autoinflammatory
433,condition,gender dysphoria
434,condition,parkinson's disease
435,condition,tennis elbow
436,condition,cushing syndrome
437,condition,vasovagal syncope
438,condition,itchy skin
439,condition,ulcerative
440,condition,severe general anxeity
441,condition,ebv
442,condition,osteoarthritis knee joint 
443,condition,psoriatic arthritis
444,condition,fibromyalgia pain
445,condition,period
446,condition,blurry vision
447,condition,movement disorders
448,condition,spondylolisthesis
449,condition,spondylarthrite ankylosante
450,condition,becker muscular dystrophy
451,condition,premenstrual dysphoric disorder
452,condition,ednos
453,condition,disorientation
454,condition,tingling & numb fingers/hands
455,condition,premenstrual syndrome (pms)
456,condition,chiari malformation
457,condition,unknown
458,condition,bumps
459,condition,vaginitis
460,condition,relasping polychondritis 
461,condition,eating disorders
462,condition,right elbow pain
463,condition,stomach cramps
464,condition,menstrual cycle
465,condition,anemia
466,condition,whiplash
467,condition,lupus nephritis
468,condition,depressed state
469,condition,paroxysmal supraventricular tachycardia
470,condition,cyst
471,condition,good day
472,condition,fibroadenoma
473,condition,calf pain
474,condition,chronic abdominal pain
475,condition,dystopia
476,condition,nocturia
477,condition,hip pain
478,condition,undifferentiated connective tissue disease
479,condition,atypical depression
480,condition,sensory processing disorder
481,condition,obsessive-compulsive disorder
482,condition,mitral valve prolapse
483,condition,eating problems
484,condition,ptsd
485,condition,common variable immunodeficiency
486,condition,irritability
487,condition,social anxiety
488,condition,schizoid personality disorder
489,condition,dark triad
490,condition,apraxia
491,condition,distended abdomen
492,condition,lack of concentration
493,condition,varicose veins
494,condition,right side pain
495,condition,vermoeidheid
496,condition,adult add
497,condition,cerebral palsy
498,condition,carpal tunnel syndrome
499,condition,finger pain
500,condition,shakiness
501,condition,anxiety/stress
502,condition,pernicious anemia
503,condition,confusion
504,condition,sick
505,condition,panic disorder
506,condition,syncope
507,condition,generalized joint hypermobility spectrum disorder
508,condition,hurt to walk up stairs
509,condition,keratoconus
510,condition,shortness of breath
511,condition,iritis
512,condition,costochondritis
513,condition,rsd/crps
514,condition,heart
515,condition,aplastic anemia
516,condition,bone marrow transplant
517,condition,cold intolerance
518,condition,neuropathy
519,condition,lack of sleep
520,condition,itchy ears
521,condition,hypoglycemia
522,condition,chronic kidney stones
523,condition,pancreatic insufficiency
524,condition,eye pain
525,condition,mouth ulcers
526,condition,lightheadedness
527,condition,lightheaded
528,condition,tendonitis
529,condition,hayfever
530,condition,yeast infection (vaginal)
531,condition,temporal lobe seizure
532,condition,severe fatigue
533,condition,clinical depression
534,condition,nerve pain
535,condition,type 1 diabetes
536,condition,autonomic neuropathy
537,condition,chronic daily migranes
538,condition,ovarian cysts
539,condition,inflammatory arthritis
540,condition,cerbral palsy
541,condition,exfoliative
542,condition,feet and hands burning up
543,condition,ocd
544,condition,bipolar 2 disorder 
545,condition,polymyalgia rheumatica
546,condition,foggy
547,condition,mononucleosis
548,condition,inappropriate sinus tachycardia
549,condition,high blood pressure
550,condition,charcot marie tooth
551,condition,burning eyes
552,condition,adenomyosis
553,condition,achy joints
554,condition,dermatitis
555,condition,toe walking
556,condition,mental overload
557,condition,extensor tendonitis
558,condition,diabetes
559,condition,coeliac disease
560,condition,abdominal discomfort
561,condition,muscle stiffness
562,condition,frustration
563,condition,autoimmune disease
564,condition,congenital heart defects
565,condition,middle back pain
566,condition,exhausted
567,condition,spinal headaches
568,condition,morgellons
569,condition,sinusitis fever
570,condition,use of foul language
571,condition,sinusitis headache
572,condition,watery stool
573,condition,sinusitis itching
574,condition,sore neck
575,condition,cervical issues
576,condition,hernia
577,condition,pelvic pain
578,condition,cold hands
579,condition,relapsing polychondritis
580,condition,skin irritation
581,condition,high blood pressure (hypertension)
582,condition,insulin resistance
583,condition,sore joints
584,condition,emetophobia
585,condition,left leg pain
586,condition,neuropathic pain
587,condition,sleepy
588,condition,pms
589,condition,perennial stinging/biting
590,condition,skin lesions
591,condition,nonalcoholic fatty liver disease
592,condition,dyspraxia
593,condition,rosacea
594,condition,primary ciliary dyskinesia
595,condition,burnout / chronic exhaustion
596,condition,right ankle 
597,condition,nerve pain: neck
598,condition,centralized chronic pain
599,condition,left leg numbness
600,condition,ccm2
601,condition,aniexty
602,condition,eye floaters
603,condition,stiff person syndrome 
604,condition,stimming
605,condition,functional neurological disorder
606,condition,post traumatic stress disorder
607,condition,ears ringing
608,condition,felt great
609,condition,ffa head pain
610,condition,anaemia
611,condition,hashimotos
612,condition,ciguatera
613,condition,facial flushing
614,condition,intestinal swelling
615,condition,sleep
616,condition,hidradenitis suppurativa
617,condition,hashimotos disease
618,condition,klippel-trenaunay syndrome
619,condition,swollen hands
620,condition,loin pain hematuria syndrome
621,condition,oral thrush
622,condition,rotator cuff injury
623,condition,interrupted sleep
624,condition,very painful
625,condition,genital herpes
626,condition,topical steroid withdrawal
627,condition,cronic pain
628,condition,small intestinal bacterial overgrowth
629,condition,basilar migraine
630,condition,lower left abdominal pain
631,condition,edema
632,condition,enlarged spleen
633,condition,sleepiness
634,condition,vitamin b12 deficiency
635,condition,cancelling w friends
636,condition,missing work
637,condition,wore compression socks
638,condition,sore throat
639,condition,lupus sle
640,condition,complicated grief
641,condition,ear infection (middle ear)
642,condition,socializing 
643,condition,mental work - more than 3 hours
644,condition,exercise
645,condition,emotionally unstable personality disorder
646,condition,amenorrhea
647,condition,tinnitus
648,condition,breast cancer
649,condition,abdominal swelling
650,condition,trouble concentrating
651,condition,sweating and body odor
652,condition,memory loss
653,condition,laryngopharyngeal reflux
654,condition,stomach upset
655,condition,anorexia
656,condition,essential tremor
657,condition,bartonella
658,condition,sleep issues
659,condition,guttate psoriasis
660,condition,paranoia
661,condition,major stomach issues
662,condition,reynauds
663,condition,dandruff
664,condition,hsv1
665,condition,muscle soreness
666,condition,ovarian cyst pain
667,condition,overactive bladder
668,condition,mental fog
669,condition,itchy skin (pruritus)
670,condition,autoimmune disorder
671,condition,benign faciculation syndrome (bfs)
672,condition,chronic anxiety
673,condition,dizzy
674,condition,mood
675,condition,ampullary cancer
676,condition,me symptoms
677,condition,hand pain
678,condition,herniated disks
679,condition,brief acute abdominal pain
680,condition,low blood pressure side-effects
681,condition,reflux
682,condition,insomia
683,condition,sphincter of oddi dysfunction
684,condition,head pain
685,condition,stiff joints
686,condition,schizoaffective disorder
687,condition,stomach ache
688,condition,stage 4 ovarian cancer
689,condition,conjunctivitis
690,condition,puetz jeghers
691,condition,gluten intolerance
692,condition,hair loss
693,condition,hot flashes
694,condition,m.e
695,condition,right hip pain
696,condition,very active
697,condition,high cholesterol
698,condition,tethered cord syndrome
699,condition,severe rib and spinal dysfunction
700,condition,tendon pain
701,condition,lightning pain
702,condition,hands feel water as warm when arms feel cold
703,condition,tender skin
704,condition,heel pain 
705,condition,flulike
706,condition,squingl
707,condition,low mood
708,condition,nose skin soft
709,condition,leaky gut
710,condition,blepharitis
711,condition,iron deficiency anemia
712,condition,iih
713,condition,rash on arms
714,condition,digestion
715,condition,ovulation 
716,condition,tourette syndrome
717,condition,coughing
718,condition,menstrual pain
719,condition,right shoulder pain
720,condition,face itching
721,condition,tension headaches
722,condition,dilated cardiomyopathy
723,condition,mental fatigue
724,condition,dyspepsia
725,condition,fibro pain
726,condition,general pain
727,condition,neurological
728,condition,cyclic vomiting syndrome
729,condition,chronic gastritis
730,condition,trouble sleeping
731,condition,sinus headaches
732,condition,paralysis
733,condition,no appetite
734,condition,arthrtis
735,condition,histamine intolerance
736,condition,atopic dermatitis (eczema)
737,condition,stomal hernia
738,condition,sleep anxiety
739,condition,decreased mood
740,condition,canker sore
741,condition,upper abdominal pain
742,condition,feeling full
743,condition,superior mesenteric artery syndrome
744,condition,ont under höger revben
745,condition,other joint pain
746,condition,benign prostatic hyperplasia (bph)
747,condition,stomach issues
748,condition,vestibular migraine
749,condition,vasculitis
750,condition,right hand pain
751,condition,nmda encephalitis
752,condition,floating eye spots
753,condition,difficulty climbing stairs 
754,condition,itchiness
755,condition,small pain in most areas
756,condition,period pain
757,condition,fibromyalgie
758,condition,mcas
759,condition,sjogrens syndrome
760,condition,dry eyes
761,condition,osgood schlatter
762,condition,ezcema
763,condition,lung cancer pain
764,condition,nuetropenia 
765,condition,chronic nausea
766,condition,sinusite
767,condition,walking difficulty
768,condition,diziness
769,condition,ear ringing
770,condition,sharp abdomen pain
771,condition,borderline personality disorder
772,condition,hypopituitism
773,condition,sjorgens syndrome
774,condition,ovary pain
775,condition,physical fatigue
776,condition,mitochondrial myopathy
777,condition,sacral pain
778,condition,flank pain
779,condition,period cramps
780,condition,urinary frequency
781,condition,facial pain
782,condition,reactive hypoglycemia
783,condition,lower abdomen pain
784,condition,poor sleep
785,condition,lpr
786,condition,mild
787,condition,stiff person syndrom
788,condition,muscle spasms
789,condition,gi upset
790,condition,attention deficit disorder
791,condition,mind racing
792,condition,erythema nodosum
793,condition,vasculitis wegeners gpa
794,condition,auto immune disease
795,condition,blood in stool
796,condition,myasthenia gravis
797,condition,low grade fever
798,condition,chronic headaches
799,condition,dissociation
800,condition,bacterial vaginosis
801,condition,acne inversa
802,condition,mouth sores
803,condition,mania
804,condition,abscess pain
805,condition,nocturnal pruritus
806,condition,arm pit rash
807,condition,fistula pain
808,condition,bleeding ears
809,condition,right knee stiffness
810,condition,chrons disease
811,condition,numbness in feet
812,condition,colonic inertia
813,condition,vomiting
814,condition,heart murmurs
815,condition,superior canal dehiscence syndrome
816,condition,difficulty breathing
817,condition,left hand pain
818,condition,difficulty urinating
819,condition,tacacardia
820,condition,right shoulder injury
821,condition,pulmonary embolism
822,condition,leukemia
823,condition,gerds
824,condition,over active bladder
825,condition,occult spina bifida
826,condition,virus
827,condition,mold allergy
828,condition,mastocytosis
829,condition,trial
830,condition,cold hands & feet
831,condition,arm weakness
832,condition,dermatomyositis
833,condition,lymphodema
834,condition,digestive pain
835,condition,allergy
836,condition,vomitting
837,condition,nervousness
838,condition,menstruation
839,condition,sore muscles
840,condition,laryngitis
841,condition,sarcoidosis
842,condition,neck stiffness
843,condition,endome
844,condition,sticky joints
845,condition,heart disease
846,condition,impulsivity
847,condition,intense sharp pain pelvic floor
848,condition,palindromic rheumatism
849,condition,neurocardiogenic syncope
850,condition,chronic multisymptom illness
851,condition,low hgh
852,condition,muscle cramp
853,condition,heat from hands
854,condition,reactive arthritis
855,condition,stressed
856,condition,binge-eating disorder
857,condition,shoulder impingement
858,condition,seasonal affective disorder (sad)
859,condition,upper left abdominal pain
860,condition,spasticity
861,condition,cognitive impairment
862,condition,idiopathic intracranial hypertension
863,condition,low immunity
864,condition,tailbone pain
865,condition,incomplete spinal cord injury
866,condition,flare
867,condition,leg pain/numbness
868,condition,overall joint
869,condition,major somnolence
870,condition,pneumonia
871,condition,lung cancer
872,condition,poop cramps
873,condition,heel spurs
874,condition,ibs/sibo
875,condition,endo pain/ache/twinges
876,condition,sibo/leaky gut
877,condition,achy
878,condition,chronic upper back pain 
879,condition,apathy
880,condition,sleep paralysis
881,condition,unknown lower limb neurology condition
882,condition,pcos
883,condition,inflammatory myositis
884,condition,oesophagitis
885,condition,morning sickness
886,condition,visual snow
887,condition,von willebrand disease
888,condition,upset stomach
889,condition,arm tremor
890,condition,nasal congestion
891,condition,dissociative disorders
892,condition,spina bifida occulta
893,condition,stroke
894,condition,sweets syndrome
895,condition,huvs
896,condition,hemorrhoids
897,condition,lyme and co
898,condition,stomach spasms
899,condition,stomach ulcers
900,condition,spondylosis
901,condition,aching joints
902,condition,brain
903,condition,non-epileptic seizures
904,condition,blodnose
905,condition,antisynthetase syndrome
906,condition,cold sore
907,condition,joint stiffness
908,condition,epstein-barr virus
909,condition,sadness
910,condition,trapped nerve
911,condition,vitilligo
912,condition,rheumatism
913,condition,malaise
914,condition,cidp
915,condition,chronic inflammatory demylenating polyneuropathy
916,condition,transverse myelitis
917,condition,mystery
918,condition,polymyositis
919,condition,no sleep
920,condition,hirschsprung's disease
921,condition,urticarial vasculitis
922,condition,drug addiction
923,condition,hypermobility syndrome
924,condition,right wrist pain
925,condition,peripheral nerve injuries
926,condition,sacroiliac joint dysfunction
927,condition,lichen sclerosus
928,condition,persistent depressive disorder
929,condition,chronic stomach pain 
930,condition,periodontis
931,condition,chronic lower back pain
932,condition,pre diabetes
933,condition,shin splints
934,condition,alpha wave intrusion
935,condition,alpha wave intrusion vivid dreams
936,condition,painful joints 
937,condition,bronchitis
938,condition,chronic kidney disease
939,condition,iga nephropathy (berger's disease)
940,condition,broken ankle/broken foot
941,condition,cfs/me
942,condition,cytomegalovirus (cmv) infection
943,condition,called off work
944,condition,hopelessness
945,condition,vague
946,condition,stomach aches
947,condition,post nasal drip
948,condition,urogynae
949,condition,complex post traumatic stress disorder
950,condition,pharyngolaryngeal reflux
951,condition,heart flutters
952,condition,lack of appetite
953,condition,hypermobile ehlers-danlos 
954,condition,r side pain
955,condition,epstein barr
956,condition,pain level 9-10
957,condition,ips
958,condition,cervical radiculopathy
959,condition,cognitive dysfunction
960,condition,tingling feet
961,condition,brain don’t work
962,condition,myelodysplastic syndrome
963,condition,heart failure
964,condition,small vessel disease
965,condition,wide spread pain
966,condition,multiple chemical sensitivity
967,condition,heart pain
968,condition,whole body pain
969,condition,back of neck
970,condition,left shoulder pain
971,condition,premature ventricular contractions
972,condition,rash at injection sites
973,condition,spine pain
974,condition,cervical arthritis 
975,condition,depression and anxiety
976,condition,gallbladder 
977,condition,zoladex treatment
978,condition,osteomalacia
979,condition,chronic cough
980,condition,encephalopathy
981,condition,mental confusion
982,condition,drained
983,condition,weight gain
984,condition,loose stool
985,condition,mid back pain
986,condition,numb face
987,condition,trigger finger
988,condition,rt foot pain
989,condition,right toe 
990,condition,left toe
991,condition,hours slept
992,condition,cauda equina syndrome
993,condition,chronic regional pain syndrome
994,condition,schizotypal personality disorder
995,condition,bronchiectasis
996,condition,food intolerances
997,condition,visceral hyperalgesia
998,condition,balance problems
999,condition,esophageal reflux
1000,condition,juvenile fibromyalgia
1001,condition,mast cell/histamine dysregulation
1002,condition,mental health
1003,condition,hemifacial spasm
1004,condition,endomitriosis
1005,condition,irregular heartbeat
1006,condition,chronic pain- nerve pain 
1007,condition,cramps
1008,condition,neck tightness
1009,condition,face numbness
1010,condition,anorexia nervosa
1011,condition,muscle pain thiges
1012,condition,myofascial pain syndrome
1013,condition,post-concussion syndrome
1014,condition,mechanical back pain
1015,condition,hidradentitis suppuritiva
1016,condition,depression/anxiety/ptsd
1017,condition,dyskinesia
1018,condition,akathisia
1019,condition,epiploc appendigitis
1020,condition,anterior prolapse (cystocele)
1021,condition,posterior prolapse (rectocele)
1022,condition,effexor withdrawal
1023,condition,neck/back pain
1024,condition,autoimmunity
1025,condition,obsessive compulsive personality disorder
1026,condition,muckle wells syndrome
1027,condition,cholitis
1028,condition,excessive daytime sleepiness
1029,condition,seborrheic dermatitis
1030,condition,p.o.t.s
1031,condition,morton’s neuroma
1032,condition,hormonal issues
1033,condition,me
1034,condition,infection
1035,condition,visual aura
1036,condition,gallstones
1037,condition,prostatitis
1038,condition,generalised anxiety disorder
1039,condition,heart attack feeling
1040,condition,burning sensation
1041,condition,stabbing pain 
1042,condition,bone pain
1043,condition,lyme-arthritis
1044,condition,chronic stress
1045,condition,arm numbness
1046,condition,breast pain
1047,condition,fibromialgia 
1048,condition,sensitivity to sun
1049,condition,back spasm
1050,condition,thigh pain
1051,condition,perioral dermatitis
1052,condition,bebesia
1053,condition,depressive mood
1054,condition,burning feet
1055,condition,benign paroxysmal positional vertigo
1056,condition,cavernous malformations
1057,condition,gut issues
1058,condition,elbow pain
1059,condition,toe pain
1060,condition,cramping
1061,condition,overwhelmed
1062,condition,behcets
1063,condition,pineal cyst
1064,condition,cervicogenic headache
1065,condition,humiliation
1066,condition,depersonalization-derealization disorder
1067,condition,syringomyelia
1068,condition,eye pain headache
1069,condition,chronic shoulder pain
1070,condition,leg cramps
1071,condition,tooth extraction 
1072,condition,tension headache
1073,condition,muscle spams 
1074,condition,overall
1075,condition,myalgias
1076,condition,loose stool 
1077,condition,fainting
1078,condition,bad sleep
1079,condition,athritis
1080,condition,gastroperesis
1081,condition,undiagnosed pain
1082,condition,fahrs disease
1083,condition,low iron
1084,condition,systemic auto inflammatory disease
1085,condition,neck tension
1086,condition,stomach problems
1087,condition,feeling sick
1088,condition,axd
1089,condition,heavy limbs
1090,condition,neck shoulder back pain
1091,condition,polycystic ovaries
1092,condition,carpel tunnel
1093,condition,protoporphyria
1094,condition,chronic widespread pain
1095,condition,postural orthostatic tachycardia
1096,condition,gastrointestinal distress
1097,condition,gord
1098,condition,jitter
1099,condition,chest shivering
1100,condition,concussion
1101,condition,hypereosinophilic syndrome
1102,condition,orthostatic hypotension
1103,condition,heart valve disease
1104,condition,paraneoplastic syndromes of the nervous system
1105,condition,azoor
1106,condition,narcolepsy w/cataplexy
1107,condition,narcolepsy with cataplexy
1108,condition,sleep: insomnia
1109,condition,arthritis in hands/wrists
1110,condition,degenerative joint disease
1111,condition,chronic insomnia
1112,condition,crmo
1113,condition,"fibromyalgia, chronic fatigue syndrome and chronic widespread pain "
1114,condition,fibrom
1115,condition,stiff neck
1116,condition,chronic generalized pain
1117,condition,cervical spine pain
1118,condition,tingling legs
1119,condition,morning dread
1120,condition,aches and pains
1121,condition,head sensations
1122,condition,muscular dystrophy
1123,condition,mineral and vitamin deficiency
1124,condition,yellow teeth
1125,condition,sinus pain
1126,condition,eye swelling
1127,condition,bladder/ urethral symptoms
1128,condition,shingles
